CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	MDATE  	VSZ3   	MPOPUL 	MOD8   	MOD7A  	MOD7B  	MOD6A  	MOD6B  	MOD5A  	MOD5B  	MOD5C  	MOD5D  	MOD5E  	MOD5F  	MOD4   	MOD3A  	MOD3B  	MOD3C  	MOD2A  	MOD2B  	MOD2C  	MOD2D  	MOD2E  	MOD2F  	MOD1A  	MOD1B  	MOD1C  	MOD1D  	MOD1E  	MOD1F  	MOD1G  	MOD1H  	MOD1I  	MOD1J  	MOD1K  	MOD1L  	MOD1M  	MOD1N  	MOD1O  	MOD1P  	MOD1Q  	MOD1R  	MOD1S  
1	01	02	07	05	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	06	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	07	07	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	08	00	003	7401	   0	     0	D	D	N	N	C	B	N	N	N	N	N	N	C	N	N	B	N	N	N	N	N	B	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	12	00	003	7401	   0	     0	D	D	N	N	C	B	N	N	N	N	N	N	C	N	N	B	N	N	N	N	N	B	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	13	00	003	7401	   0	     0	D	D	N	N	C	B	N	N	N	N	N	N	C	N	N	B	N	N	N	N	N	B	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	02	14	00	003	7401	   0	     0	D	D	N	N	C	B	N	N	N	N	N	N	C	N	N	B	N	N	N	N	N	B	B	B	N	B	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	00	003	7401	   0	  1500	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	E	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	01	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	02	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	03	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	04	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	05	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	06	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	07	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	08	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	09	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	01	10	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	00	003	7401	   0	   700	E	E	N	N	E	D	N	N	N	N	N	N	E	N	N	D	N	N	N	N	N	D	D	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	02	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	00	003	7401	   0	  1000	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	01	003	7401	   0	   300	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	03	10	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	04	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	D	D	C	B	C	D	B	B	C	C	D	D	B	B	B	B	B	A	N	C	C	A	B	C	B	C	D	N	B	D	D
1	01	03	04	01	003	7401	   0	   194	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	04	02	003	7401	   0	   103	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	04	03	003	7401	   0	    69	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	04	04	003	7401	   0	   322	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	04	05	003	7401	   0	   345	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	04	06	003	7401	   0	   208	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	06	00	003	7401	   0	  1000	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	06	10	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	00	003	7401	   0	  1000	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	01	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	02	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	03	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	04	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	05	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	08	06	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	00	003	7401	   0	   700	E	E	N	N	D	C	N	N	N	N	N	N	D	N	N	C	N	N	N	N	N	D	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	09	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	00	003	7401	   0	  1100	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	E	N	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	06	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	10	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	10	11	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	11	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	D	D	C	B	C	D	B	B	C	C	D	D	B	B	B	B	B	A	N	C	C	A	B	C	B	C	D	N	B	D	D
1	01	03	11	01	003	7401	   0	   307	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	02	003	7401	   0	   219	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	03	003	7401	   0	    68	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	04	003	7401	   0	   159	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	05	003	7401	   0	   679	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	06	003	7401	   0	   254	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	11	07	003	7401	   0	   786	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	D	D	C	B	C	D	B	B	C	C	D	D	B	B	B	B	B	A	N	C	C	A	B	C	B	C	D	N	B	D	D
1	01	03	12	01	003	7401	   0	   175	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	02	003	7401	   0	  1096	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	03	003	7401	   0	   216	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	04	003	7401	   0	   486	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	05	003	7401	   0	   492	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	06	003	7401	   0	   198	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	07	003	7401	   0	   552	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	08	003	7401	   0	   201	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	12	09	003	7401	   0	   125	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	13	00	003	7401	   0	   100	E	E	N	N	D	C	N	N	N	N	N	N	D	N	N	C	N	N	N	N	N	D	B	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	13	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	00	003	7401	   0	   900	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	E	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	04	003	7401	   0	   100	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	05	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	07	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	08	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	14	09	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	00	003	7401	   0	   600	E	E	N	N	E	E	N	N	N	N	N	N	E	N	N	E	N	N	N	N	N	D	E	D	N	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	01	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	02	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	03	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	04	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	05	003	7401	   0	     1	V	N	N	N	N	E	N	N	N	N	N	V	N	N	N	E	N	N	N	N	N	E	E	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	15	06	003	7401	   0	     0	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
1	01	03	16	00	003	7401	   0	     0	C	C	D	C	B	B	C	C	B	D	D	C	B	C	D	B	B	C	C	D	D	B	B	B	B	B	A	N	C	C	A	B	C	B	C	D	N	B	D	D
1	01	03	16	01	003	7401	   0	   693	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	02	003	7401	   0	  1167	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	03	003	7401	   0	   934	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	04	003	7401	   0	   551	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	05	003	7401	   0	   326	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	06	003	7401	   0	   118	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
1	01	03	16	07	003	7401	   0	    71	B	B	D	B	B	B	B	B	B	C	D	B	B	B	D	B	B	B	B	D	D	B	A	A	B	B	A	B	B	B	A	A	B	B	B	D	D	A	D	D
